file,isDog,howl,bark,
dog_barking_25.audio_split2.wav,0,0,0,
dog_barking_25.audio_split3.wav,0,0,0,
dog_barking_25.audio_split4.wav,0,0,0,
dog_barking_68.audio_split0.wav,1,1,0,
dog_barking_90.audio_split0.wav,1,0,0,
dog_barking_90.audio_split1.wav,1,0,1,
dog_barking_90.audio_split2.wav,1,0,1,
dog_barking_90.audio_split3.wav,1,0,1,
dog_barking_90.audio_split4.wav,1,0,1,
dog_barking_90.audio_split5.wav,1,0,1,
dog_barking_90.audio_split6.wav,1,0,1,
dog_barking_90.audio_split7.wav,1,0,1,
dog_barking_90.audio_split8.wav,1,0,1,
dog_barking_90.audio_split9.wav,1,0,1,
dog_barking_90.audio_split10.wav,1,0,1,
dog_barking_90.audio_split11.wav,1,0,1,
dog_barking_90.audio_split12.wav,1,0,1,
dog_barking_84.audio_split0.wav,1,0,1,
dog_barking_84.audio_split1.wav,1,1,1,
dog_barking_102.audio_split0.wav,0,0,0,
dog_barking_102.audio_split1.wav,0,0,0,
dog_barking_102.audio_split2.wav,0,0,0,
dog_barking_102.audio_split3.wav,1,0,1,
dog_barking_29.audio_split0.wav,1,1,0,
dog_barking_27.audio_split0.wav,1,0,1,
dog_barking_27.audio_split1.wav,1,0,1,
dog_barking_91.audio_split0.wav,1,0,1,
dog_barking_91.audio_split1.wav,1,0,1,
dog_barking_91.audio_split2.wav,1,0,1,
dog_barking_91.audio_split3.wav,1,0,1,
dog_barking_91.audio_split4.wav,1,0,1,
dog_barking_91.audio_split5.wav,1,0,1,
dog_barking_91.audio_split6.wav,1,0,1,
dog_barking_91.audio_split7.wav,1,0,1,
dog_barking_91.audio_split8.wav,1,0,1,
dog_barking_91.audio_split9.wav,1,0,1,
dog_barking_91.audio_split10.wav,1,0,1,
dog_barking_91.audio_split11.wav,1,0,1,
dog_barking_91.audio_split12.wav,1,0,1,
dog_barking_91.audio_split13.wav,1,0,1,
dog_barking_91.audio_split14.wav,1,0,1,
dog_barking_91.audio_split15.wav,1,0,1,
dog_barking_91.audio_split16.wav,1,0,1,
dog_barking_91.audio_split17.wav,1,0,1,
dog_barking_17.audio_split0.wav,1,0,1,
dog_barking_17.audio_split1.wav,1,0,1,
dog_barking_17.audio_split2.wav,1,0,1,
dog_barking_17.audio_split3.wav,1,0,1,
dog_barking_17.audio_split4.wav,0,0,0,
dog_barking_13.audio_split0.wav,1,0,1,
dog_barking_13.audio_split1.wav,1,0,1,
dog_barking_13.audio_split2.wav,1,0,1,
dog_barking_13.audio_split3.wav,1,0,1,
dog_barking_13.audio_split4.wav,1,0,1,
dog_barking_13.audio_split5.wav,1,0,1,
dog_barking_13.audio_split6.wav,1,0,1,
dog_barking_85.audio_split0.wav,1,1,0,
dog_barking_79.audio_split0.wav,1,1,0,
dog_barking_24.audio_split0.wav,1,0,1,
dog_barking_24.audio_split1.wav,1,0,1,
dog_barking_66.audio_split0.wav,1,1,1,
dog_barking_110.audio_split0.wav,1,0,1,
dog_barking_110.audio_split1.wav,1,0,1,
dog_barking_110.audio_split2.wav,1,0,1,
dog_barking_110.audio_split3.wav,0,0,0,
dog_barking_110.audio_split4.wav,1,0,1,
dog_barking_110.audio_split5.wav,1,0,1,
dog_barking_110.audio_split6.wav,1,0,1,
dog_barking_110.audio_split7.wav,0,0,0,
dog_barking_110.audio_split8.wav,1,0,1,
dog_barking_88.audio_split0.wav,1,0,1,
dog_barking_88.audio_split1.wav,1,0,1,
dog_barking_22.audio_split0.wav,1,0,1,
dog_barking_101.audio_split0.wav,1,0,1,
dog_barking_101.audio_split1.wav,1,0,1,
dog_barking_101.audio_split2.wav,1,0,1,
dog_barking_101.audio_split3.wav,1,0,1,
dog_barking_101.audio_split4.wav,1,0,1,
dog_barking_98.audio_split0.wav,1,0,1,
dog_barking_98.audio_split1.wav,0,0,0,
dog_barking_98.audio_split2.wav,1,0,1,
dog_barking_98.audio_split3.wav,0,0,0,
dog_barking_98.audio_split4.wav,1,0,1,
dog_barking_98.audio_split5.wav,0,0,0,
dog_barking_36.audio_split0.wav,1,1,0,
dog_barking_23.audio_split0.wav,1,0,1,
dog_barking_23.audio_split1.wav,1,0,1,
dog_barking_23.audio_split2.wav,1,0,1,
dog_barking_23.audio_split3.wav,1,0,1,
dog_barking_23.audio_split4.wav,1,0,1,
dog_barking_23.audio_split5.wav,1,0,1,
dog_barking_16.audio_split0.wav,1,0,1,
dog_barking_16.audio_split1.wav,1,0,1,
dog_barking_16.audio_split2.wav,1,0,1,
dog_barking_46.audio_split0.wav,1,1,0,
dog_barking_30.audio_split0.wav,1,1,0,
dog_barking_30.audio_split1.wav,1,0,1,
dog_barking_14.audio_split0.wav,1,0,1,
dog_barking_14.audio_split1.wav,1,0,1,
dog_barking_14.audio_split2.wav,1,0,1,
dog_barking_14.audio_split3.wav,1,0,1,
dog_barking_14.audio_split4.wav,1,0,1,
dog_barking_14.audio_split5.wav,1,0,1,
dog_barking_14.audio_split6.wav,1,0,1,
dog_barking_14.audio_split7.wav,1,0,1,
dog_barking_62.audio_split0.wav,1,1,0,
dog_barking_83.audio_split0.wav,1,1,0,
dog_barking_31.audio_split0.wav,1,1,0,
dog_barking_56.audio_split0.wav,1,1,0,
dog_barking_87.audio_split0.wav,1,0,1,
dog_barking_87.audio_split1.wav,1,0,1,
dog_barking_87.audio_split2.wav,1,0,1,
dog_barking_87.audio_split3.wav,1,0,1,
dog_barking_12.audio_split0.wav,1,0,1,
dog_barking_12.audio_split1.wav,1,0,1,
dog_barking_19.audio_split0.wav,1,1,0,
dog_barking_19.audio_split1.wav,1,1,0,
dog_barking_49.audio_split0.wav,1,1,0,
dog_barking_111.audio_split0.wav,0,0,0,
dog_barking_67.audio_split0.wav,1,1,0,
dog_barking_41.audio_split0.wav,1,1,0,
dog_barking_97.audio_split0.wav,1,0,0,
dog_barking_97.audio_split1.wav,1,0,0,
dog_barking_97.audio_split2.wav,1,0,0,
dog_barking_97.audio_split3.wav,1,0,0,
dog_barking_97.audio_split4.wav,1,0,0,
dog_barking_97.audio_split5.wav,1,0,0,
dog_barking_97.audio_split6.wav,1,0,0,
dog_barking_97.audio_split7.wav,1,0,0,
dog_barking_97.audio_split8.wav,1,0,0,
dog_barking_97.audio_split9.wav,1,0,0,
dog_barking_97.audio_split10.wav,1,0,0,
dog_barking_97.audio_split11.wav,1,0,0,
dog_barking_97.audio_split12.wav,1,0,0,
dog_barking_97.audio_split13.wav,1,0,0,
dog_barking_0.audio_split0.wav,1,0,0,
dog_barking_0.audio_split1.wav,1,0,0,
dog_barking_0.audio_split2.wav,1,0,0,
dog_barking_0.audio_split3.wav,1,0,0,
dog_barking_0.audio_split4.wav,1,0,0,
dog_barking_0.audio_split5.wav,1,0,0,
dog_barking_0.audio_split6.wav,1,0,0,
dog_barking_0.audio_split7.wav,1,0,0,
dog_barking_0.audio_split8.wav,1,0,0,
dog_barking_0.audio_split9.wav,1,0,0,
dog_barking_0.audio_split10.wav,1,0,0,
dog_barking_0.audio_split11.wav,1,0,0,
dog_barking_0.audio_split12.wav,1,0,0,
dog_barking_0.audio_split13.wav,1,0,0,
dog_barking_0.audio_split14.wav,1,0,0,
dog_barking_0.audio_split15.wav,1,0,0,
dog_barking_0.audio_split16.wav,1,0,0,
dog_barking_0.audio_split17.wav,1,0,0,
dog_barking_93.audio_split0.wav,1,0,0,
dog_barking_93.audio_split1.wav,1,0,0,
dog_barking_93.audio_split2.wav,1,0,0,
dog_barking_93.audio_split3.wav,1,0,0,
dog_barking_93.audio_split4.wav,1,0,0,
dog_barking_10.audio_split0.wav,1,0,0,
dog_barking_10.audio_split1.wav,1,0,0,
dog_barking_10.audio_split2.wav,1,0,0,
dog_barking_10.audio_split3.wav,1,0,0,
dog_barking_26.audio_split0.wav,1,0,0,
dog_barking_26.audio_split1.wav,1,0,0,
dog_barking_26.audio_split2.wav,1,0,0,
dog_barking_26.audio_split3.wav,1,0,0,
dog_barking_26.audio_split4.wav,1,0,0,
dog_barking_26.audio_split5.wav,1,0,0,
dog_barking_26.audio_split6.wav,1,0,0,
dog_barking_26.audio_split7.wav,1,0,0,
dog_barking_28.audio_split0.wav,1,0,0,
dog_barking_28.audio_split1.wav,1,0,0,
dog_barking_28.audio_split2.wav,1,0,0,
dog_barking_28.audio_split3.wav,1,0,0,
dog_barking_28.audio_split4.wav,1,0,0,
dog_barking_28.audio_split5.wav,1,0,0,
dog_barking_28.audio_split6.wav,1,0,0,
dog_barking_28.audio_split7.wav,1,0,0,
dog_barking_28.audio_split8.wav,1,0,0,
dog_barking_28.audio_split9.wav,1,0,0,
dog_barking_28.audio_split10.wav,1,0,0,
dog_barking_28.audio_split11.wav,1,0,0,
dog_barking_28.audio_split12.wav,1,0,0,
dog_barking_28.audio_split13.wav,1,0,0,
dog_barking_28.audio_split14.wav,1,0,0,
dog_barking_28.audio_split15.wav,1,0,0,
dog_barking_106.audio_split0.wav,1,0,0,
dog_barking_106.audio_split1.wav,1,0,0,
dog_barking_106.audio_split2.wav,1,0,0,
dog_barking_106.audio_split3.wav,1,0,0,
dog_barking_5.audio_split0.wav,1,0,0,
dog_barking_5.audio_split1.wav,1,0,0,
dog_barking_5.audio_split2.wav,1,0,0,
dog_barking_5.audio_split3.wav,0,0,0,
dog_barking_94.audio_split0.wav,1,0,1,h
dog_barking_94.audio_split1.wav,1,0,1,h
dog_barking_94.audio_split2.wav,1,0,1,h
dog_barking_65.audio_split0.wav,1,0,0,
dog_barking_18.audio_split0.wav,1,0,0,?
dog_barking_18.audio_split1.wav,1,0,0,?
dog_barking_18.audio_split2.wav,1,0,0,?
dog_barking_18.audio_split3.wav,1,0,0,?
dog_barking_18.audio_split4.wav,1,0,0,?
dog_barking_18.audio_split5.wav,1,0,0,?
dog_barking_18.audio_split6.wav,1,0,0,?
dog_barking_18.audio_split7.wav,1,0,0,?
dog_barking_18.audio_split8.wav,1,0,0,?
dog_barking_18.audio_split9.wav,1,0,0,?
dog_barking_100.audio_split0.wav,0,0,0,bruh
dog_barking_78.audio_split0.wav,1,1,0,
dog_barking_48.audio_split0.wav,1,1,0,
dog_barking_35.audio_split0.wav,1,0,1,
dog_barking_35.audio_split1.wav,1,1,1,
dog_barking_35.audio_split2.wav,1,0,1,
dog_barking_1.audio_split0.wav,1,0,1,
dog_barking_1.audio_split1.wav,1,0,1,
dog_barking_1.audio_split2.wav,1,0,1,
dog_barking_1.audio_split3.wav,1,0,1,
dog_barking_1.audio_split4.wav,1,0,1,
dog_barking_1.audio_split5.wav,1,0,1,
dog_barking_1.audio_split6.wav,1,0,1,
dog_barking_1.audio_split7.wav,1,0,1,
dog_barking_15.audio_split0.wav,1,0,1,
dog_barking_15.audio_split1.wav,1,0,1,
dog_barking_15.audio_split2.wav,1,0,1,
dog_barking_15.audio_split3.wav,1,0,1,
dog_barking_15.audio_split4.wav,1,0,1,
dog_barking_15.audio_split5.wav,1,0,1,
dog_barking_15.audio_split6.wav,1,0,1,
dog_barking_15.audio_split7.wav,1,0,1,
dog_barking_42.audio_split0.wav,1,1,1,
dog_barking_47.audio_split0.wav,1,1,0,
dog_barking_52.audio_split0.wav,1,1,0,
dog_barking_38.audio_split0.wav,1,1,0,
dog_barking_96.audio_split0.wav,1,0,1,
dog_barking_96.audio_split1.wav,1,0,1,
dog_barking_96.audio_split2.wav,1,0,1,
dog_barking_96.audio_split3.wav,1,0,1,
dog_barking_96.audio_split4.wav,1,0,1,
dog_barking_92.audio_split0.wav,1,0,1,
dog_barking_92.audio_split1.wav,1,0,1,
dog_barking_92.audio_split2.wav,1,0,1,
dog_barking_92.audio_split3.wav,1,0,1,
dog_barking_92.audio_split4.wav,1,0,1,
dog_barking_92.audio_split5.wav,1,0,1,
dog_barking_92.audio_split6.wav,1,0,1,
dog_barking_92.audio_split7.wav,1,0,1,
dog_barking_92.audio_split8.wav,1,0,1,
dog_barking_71.audio_split0.wav,1,1,0,
dog_barking_3.audio_split0.wav,0,0,0,
dog_barking_51.audio_split0.wav,1,1,0,
dog_barking_39.audio_split0.wav,1,0,1,
dog_barking_39.audio_split1.wav,1,1,0,
dog_barking_21.audio_split0.wav,1,1,0,
dog_barking_21.audio_split1.wav,1,0,1,
dog_barking_21.audio_split2.wav,0,0,0,Indescernable
dog_barking_21.audio_split3.wav,1,1,0,
dog_barking_21.audio_split4.wav,0,0,0,growl
dog_barking_73.audio_split0.wav,1,1,1,
dog_barking_40.audio_split0.wav,1,1,0,
dog_barking_103.audio_split0.wav,1,0,1,
dog_barking_32.audio_split0.wav,1,1,1,
dog_barking_34.audio_split0.wav,1,1,1,
dog_barking_34.audio_split1.wav,1,1,1,
dog_barking_64.audio_split0.wav,1,1,0,
dog_barking_104.audio_split0.wav,1,0,1,
dog_barking_104.audio_split1.wav,1,0,1,
dog_barking_104.audio_split2.wav,1,0,1,
dog_barking_104.audio_split3.wav,1,0,1,
dog_barking_104.audio_split4.wav,1,0,1,
dog_barking_104.audio_split5.wav,1,0,1,
dog_barking_61.audio_split0.wav,1,1,0,
dog_barking_11.audio_split0.wav,1,0,1,
dog_barking_11.audio_split1.wav,1,0,1,
dog_barking_11.audio_split2.wav,1,0,1,
dog_barking_11.audio_split3.wav,1,0,1,
dog_barking_11.audio_split4.wav,1,0,1,
dog_barking_70.audio_split0.wav,1,0,1,
dog_barking_43.audio_split0.wav,1,0,1,
dog_barking_112.audio_split0.wav,1,,,
dog_barking_112.audio_split1.wav,1,,,
dog_barking_44.audio_split0.wav,1,,,
dog_barking_69.audio_split0.wav,1,,,
dog_barking_77.audio_split0.wav,1,,,
dog_barking_77.audio_split1.wav,1,,,
dog_barking_77.audio_split2.wav,1,,,
dog_barking_60.audio_split0.wav,1,,,
dog_barking_60.audio_split1.wav,1,,,
dog_barking_60.audio_split2.wav,1,,,
dog_barking_57.audio_split0.wav,1,,,
cat_99.audio_split0.wav,0,,,
cat_99.audio_split1.wav,0,,,
cat_99.audio_split2.wav,0,,,
cat_54.audio_split0.wav,0,,,
cat_34.audio_split0.wav,0,,,
cat_34.audio_split1.wav,0,,,
cat_34.audio_split2.wav,0,,,
cat_34.audio_split3.wav,0,,,
cat_34.audio_split4.wav,0,,,
cat_34.audio_split5.wav,0,,,
cat_34.audio_split6.wav,0,,,
cat_132.audio_split0.wav,0,,,
cat_132.audio_split1.wav,0,,,
cat_132.audio_split2.wav,0,,,
cat_132.audio_split3.wav,0,,,
cat_132.audio_split4.wav,0,,,
cat_132.audio_split5.wav,0,,,
cat_132.audio_split6.wav,0,,,
cat_132.audio_split7.wav,0,,,
cat_132.audio_split8.wav,0,,,
cat_124.audio_split0.wav,0,,,
cat_56.audio_split0.wav,0,,,
cat_86.audio_split0.wav,0,,,
cat_119.audio_split0.wav,0,,,
cat_130.audio_split0.wav,0,,,
cat_90.audio_split0.wav,0,,,
cat_90.audio_split1.wav,0,,,
cat_90.audio_split2.wav,0,,,
cat_90.audio_split3.wav,0,,,
cat_90.audio_split4.wav,0,,,
cat_90.audio_split5.wav,0,,,
cat_90.audio_split6.wav,0,,,
cat_90.audio_split7.wav,0,,,
cat_90.audio_split8.wav,0,,,
cat_90.audio_split9.wav,0,,,
cat_90.audio_split10.wav,0,,,
cat_90.audio_split11.wav,0,,,
cat_90.audio_split12.wav,0,,,
cat_101.audio_split0.wav,0,,,
cat_101.audio_split1.wav,0,,,
cat_101.audio_split2.wav,0,,,
cat_128.audio_split0.wav,0,,,
cat_128.audio_split1.wav,0,,,
cat_128.audio_split2.wav,0,,,
cat_128.audio_split3.wav,0,,,
cat_128.audio_split4.wav,0,,,
cat_128.audio_split5.wav,0,,,
cat_107.audio_split0.wav,0,,,
cat_107.audio_split1.wav,0,,,
cat_107.audio_split2.wav,0,,,
cat_151.audio_split0.wav,0,,,
cat_68.audio_split0.wav,0,,,
cat_68.audio_split1.wav,0,,,
cat_30.audio_split0.wav,0,,,
cat_30.audio_split1.wav,0,,,
cat_30.audio_split2.wav,0,,,
cat_30.audio_split3.wav,0,,,
cat_30.audio_split4.wav,0,,,
cat_30.audio_split5.wav,0,,,
cat_30.audio_split6.wav,0,,,
cat_30.audio_split7.wav,0,,,
cat_135.audio_split0.wav,0,,,
cat_27.audio_split0.wav,0,,,
cat_40.audio_split0.wav,0,,,
cat_40.audio_split1.wav,0,,,
cat_40.audio_split2.wav,0,,,
cat_40.audio_split3.wav,0,,,
cat_40.audio_split4.wav,0,,,
cat_40.audio_split5.wav,0,,,
cat_152.audio_split0.wav,0,,,
cat_152.audio_split1.wav,0,,,
cat_152.audio_split2.wav,0,,,
cat_152.audio_split3.wav,0,,,
cat_152.audio_split4.wav,0,,,
cat_152.audio_split5.wav,0,,,
cat_152.audio_split6.wav,0,,,
cat_152.audio_split7.wav,0,,,
cat_152.audio_split8.wav,0,,,
cat_147.audio_split0.wav,0,,,
cat_162.audio_split0.wav,0,,,
cat_78.audio_split0.wav,0,,,
cat_78.audio_split1.wav,0,,,
cat_78.audio_split2.wav,0,,,
cat_78.audio_split3.wav,0,,,
cat_78.audio_split4.wav,0,,,
cat_78.audio_split5.wav,0,,,
cat_78.audio_split6.wav,0,,,
cat_23.audio_split0.wav,0,,,
cat_23.audio_split1.wav,0,,,
cat_23.audio_split2.wav,0,,,
cat_23.audio_split3.wav,0,,,
cat_23.audio_split4.wav,0,,,
cat_164.audio_split0.wav,0,,,
cat_164.audio_split1.wav,0,,,
cat_164.audio_split2.wav,0,,,
cat_164.audio_split3.wav,0,,,
cat_129.audio_split0.wav,0,,,
cat_129.audio_split1.wav,0,,,
cat_129.audio_split2.wav,0,,,
cat_110.audio_split0.wav,0,,,
cat_14.audio_split0.wav,0,,,
cat_14.audio_split1.wav,0,,,
cat_14.audio_split2.wav,0,,,
cat_14.audio_split3.wav,0,,,
cat_14.audio_split4.wav,0,,,
cat_14.audio_split5.wav,0,,,
cat_14.audio_split6.wav,0,,,
cat_14.audio_split7.wav,0,,,
cat_14.audio_split8.wav,0,,,
cat_14.audio_split9.wav,0,,,
cat_26.audio_split0.wav,0,,,
cat_75.audio_split0.wav,0,,,
cat_75.audio_split1.wav,0,,,
cat_75.audio_split2.wav,0,,,
cat_75.audio_split3.wav,0,,,
cat_143.audio_split0.wav,0,,,
cat_143.audio_split1.wav,0,,,
cat_143.audio_split2.wav,0,,,
cat_143.audio_split3.wav,0,,,
cat_143.audio_split4.wav,0,,,
cat_142.audio_split0.wav,0,,,
cat_142.audio_split1.wav,0,,,
cat_121.audio_split0.wav,0,,,
cat_121.audio_split1.wav,0,,,
cat_100.audio_split0.wav,0,,,
cat_137.audio_split0.wav,0,,,
cat_85.audio_split0.wav,0,,,
cat_19.audio_split0.wav,0,,,
cat_146.audio_split0.wav,0,,,
cat_146.audio_split1.wav,0,,,
cat_146.audio_split2.wav,0,,,
cat_71.audio_split0.wav,0,,,
cat_71.audio_split1.wav,0,,,
cat_71.audio_split2.wav,0,,,
cat_71.audio_split3.wav,0,,,
cat_71.audio_split4.wav,0,,,
cat_71.audio_split5.wav,0,,,
cat_71.audio_split6.wav,0,,,
cat_82.audio_split0.wav,0,,,
cat_82.audio_split1.wav,0,,,
cat_82.audio_split2.wav,0,,,
cat_11.audio_split0.wav,0,,,
cat_11.audio_split1.wav,0,,,
cat_11.audio_split2.wav,0,,,
cat_11.audio_split3.wav,0,,,
cat_11.audio_split4.wav,0,,,
cat_11.audio_split5.wav,0,,,
cat_11.audio_split6.wav,0,,,
cat_11.audio_split7.wav,0,,,
cat_11.audio_split8.wav,0,,,
cat_11.audio_split9.wav,0,,,
cat_11.audio_split10.wav,0,,,
cat_11.audio_split11.wav,0,,,
cat_11.audio_split12.wav,0,,,
cat_148.audio_split0.wav,0,,,
cat_36.audio_split0.wav,0,,,
cat_36.audio_split1.wav,0,,,
cat_36.audio_split2.wav,0,,,
cat_36.audio_split3.wav,0,,,
cat_36.audio_split4.wav,0,,,
cat_131.audio_split0.wav,0,,,
cat_131.audio_split1.wav,0,,,
cat_109.audio_split0.wav,0,,,
cat_109.audio_split1.wav,0,,,
cat_109.audio_split2.wav,0,,,
cat_72.audio_split0.wav,0,,,
cat_72.audio_split1.wav,0,,,
cat_72.audio_split2.wav,0,,,
cat_72.audio_split3.wav,0,,,
cat_72.audio_split4.wav,0,,,
cat_72.audio_split5.wav,0,,,
cat_163.audio_split0.wav,0,,,
cat_163.audio_split1.wav,0,,,
cat_163.audio_split2.wav,0,,,
cat_163.audio_split3.wav,0,,,
cat_163.audio_split4.wav,0,,,
cat_39.audio_split0.wav,0,,,
cat_39.audio_split1.wav,0,,,
cat_39.audio_split2.wav,0,,,
cat_39.audio_split3.wav,0,,,
cat_39.audio_split4.wav,0,,,
cat_39.audio_split5.wav,0,,,
cat_39.audio_split6.wav,0,,,
cat_39.audio_split7.wav,0,,,
cat_39.audio_split8.wav,0,,,
cat_39.audio_split9.wav,0,,,
cat_108.audio_split0.wav,0,,,
cat_28.audio_split0.wav,0,,,
cat_28.audio_split1.wav,0,,,
cat_28.audio_split2.wav,0,,,
cat_28.audio_split3.wav,0,,,
cat_153.audio_split0.wav,0,,,
cat_153.audio_split1.wav,0,,,
cat_153.audio_split2.wav,0,,,
cat_153.audio_split3.wav,0,,,
cat_153.audio_split4.wav,0,,,
cat_153.audio_split5.wav,0,,,
cat_153.audio_split6.wav,0,,,
cat_153.audio_split7.wav,0,,,
cat_153.audio_split8.wav,0,,,
cat_153.audio_split9.wav,0,,,
cat_153.audio_split10.wav,0,,,
cat_153.audio_split11.wav,0,,,
cat_153.audio_split12.wav,0,,,
cat_98.audio_split0.wav,0,,,
cat_98.audio_split1.wav,0,,,
cat_98.audio_split2.wav,0,,,
cat_98.audio_split3.wav,0,,,
cat_98.audio_split4.wav,0,,,
cat_98.audio_split5.wav,0,,,
cat_35.audio_split0.wav,0,,,
cat_35.audio_split1.wav,0,,,
cat_35.audio_split2.wav,0,,,
cat_35.audio_split3.wav,0,,,
cat_35.audio_split4.wav,0,,,
cat_95.audio_split0.wav,0,,,
cat_95.audio_split1.wav,0,,,
cat_95.audio_split2.wav,0,,,
cat_126.audio_split0.wav,0,,,
cat_126.audio_split1.wav,0,,,
cat_126.audio_split2.wav,0,,,
cat_126.audio_split3.wav,0,,,
cat_126.audio_split4.wav,0,,,
cat_126.audio_split5.wav,0,,,
cat_81.audio_split0.wav,0,,,
cat_81.audio_split1.wav,0,,,
cat_81.audio_split2.wav,0,,,
cat_81.audio_split3.wav,0,,,
cat_81.audio_split4.wav,0,,,
cat_69.audio_split0.wav,0,,,
cat_69.audio_split1.wav,0,,,
cat_69.audio_split2.wav,0,,,
cat_69.audio_split3.wav,0,,,
cat_69.audio_split4.wav,0,,,
cat_69.audio_split5.wav,0,,,
cat_69.audio_split6.wav,0,,,
cat_69.audio_split7.wav,0,,,
cat_69.audio_split8.wav,0,,,
cat_69.audio_split9.wav,0,,,
cat_69.audio_split10.wav,0,,,
cat_69.audio_split11.wav,0,,,
cat_69.audio_split12.wav,0,,,
cat_69.audio_split13.wav,0,,,
cat_69.audio_split14.wav,0,,,
cat_48.audio_split0.wav,0,,,
cat_48.audio_split1.wav,0,,,
cat_48.audio_split2.wav,0,,,
cat_48.audio_split3.wav,0,,,
cat_48.audio_split4.wav,0,,,
cat_48.audio_split5.wav,0,,,
cat_33.audio_split0.wav,0,,,
cat_37.audio_split0.wav,0,,,
cat_37.audio_split1.wav,0,,,
cat_37.audio_split2.wav,0,,,
cat_37.audio_split3.wav,0,,,
cat_37.audio_split4.wav,0,,,
cat_37.audio_split5.wav,0,,,
cat_37.audio_split6.wav,0,,,
cat_37.audio_split7.wav,0,,,
cat_37.audio_split8.wav,0,,,
cat_37.audio_split9.wav,0,,,
cat_37.audio_split10.wav,0,,,
cat_37.audio_split11.wav,0,,,
cat_80.audio_split0.wav,0,,,
cat_80.audio_split1.wav,0,,,
cat_57.audio_split0.wav,0,,,
cat_57.audio_split1.wav,0,,,
cat_57.audio_split2.wav,0,,,
cat_57.audio_split3.wav,0,,,
cat_158.audio_split0.wav,0,,,
cat_1.audio_split0.wav,0,,,
cat_1.audio_split1.wav,0,,,
cat_1.audio_split2.wav,0,,,
cat_1.audio_split3.wav,0,,,
cat_7.audio_split0.wav,0,,,
cat_7.audio_split1.wav,0,,,
cat_7.audio_split2.wav,0,,,
cat_7.audio_split3.wav,0,,,
cat_7.audio_split4.wav,0,,,
cat_7.audio_split5.wav,0,,,
cat_7.audio_split6.wav,0,,,
cat_7.audio_split7.wav,0,,,
cat_7.audio_split8.wav,0,,,
cat_7.audio_split9.wav,0,,,
cat_127.audio_split0.wav,0,,,
cat_127.audio_split1.wav,0,,,
cat_127.audio_split2.wav,0,,,
